"Kod";"Nazwa";"Transakcje rynkowe";"Powierzchnia użytkowa lokali mieszkalnych";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
1422000;"Powiat przasnyski";"ogółem";"ogółem";"2020";140;"szt.";"";
1422000;"Powiat przasnyski";"ogółem";"ogółem";"2021";;"szt.";"n";
1422000;"Powiat przasnyski";"rynek pierwotny";"ogółem";"2020";76;"szt.";"";
1422000;"Powiat przasnyski";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
1422000;"Powiat przasnyski";"rynek wtórny";"ogółem";"2020";64;"szt.";"";
1422000;"Powiat przasnyski";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
1423000;"Powiat przysuski";"ogółem";"ogółem";"2020";13;"szt.";"";
1423000;"Powiat przysuski";"ogółem";"ogółem";"2021";;"szt.";"n";
1423000;"Powiat przysuski";"rynek pierwotny";"ogółem";"2020";0;"szt.";"";
1423000;"Powiat przysuski";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
1423000;"Powiat przysuski";"rynek wtórny";"ogółem";"2020";13;"szt.";"";
1423000;"Powiat przysuski";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
1424000;"Powiat pułtuski";"ogółem";"ogółem";"2020";89;"szt.";"";
1424000;"Powiat pułtuski";"ogółem";"ogółem";"2021";;"szt.";"n";
1424000;"Powiat pułtuski";"rynek pierwotny";"ogółem";"2020";30;"szt.";"";
1424000;"Powiat pułtuski";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
1424000;"Powiat pułtuski";"rynek wtórny";"ogółem";"2020";59;"szt.";"";
1424000;"Powiat pułtuski";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
1425000;"Powiat radomski";"ogółem";"ogółem";"2020";53;"szt.";"";
1425000;"Powiat radomski";"ogółem";"ogółem";"2021";;"szt.";"n";
1425000;"Powiat radomski";"rynek pierwotny";"ogółem";"2020";0;"szt.";"";
1425000;"Powiat radomski";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
1425000;"Powiat radomski";"rynek wtórny";"ogółem";"2020";53;"szt.";"";
1425000;"Powiat radomski";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
1426000;"Powiat siedlecki";"ogółem";"ogółem";"2020";15;"szt.";"";
1426000;"Powiat siedlecki";"ogółem";"ogółem";"2021";;"szt.";"n";
1426000;"Powiat siedlecki";"rynek pierwotny";"ogółem";"2020";0;"szt.";"";
1426000;"Powiat siedlecki";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
1426000;"Powiat siedlecki";"rynek wtórny";"ogółem";"2020";15;"szt.";"";
1426000;"Powiat siedlecki";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
1427000;"Powiat sierpecki";"ogółem";"ogółem";"2020";99;"szt.";"";
1427000;"Powiat sierpecki";"ogółem";"ogółem";"2021";;"szt.";"n";
1427000;"Powiat sierpecki";"rynek pierwotny";"ogółem";"2020";33;"szt.";"";
1427000;"Powiat sierpecki";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
1427000;"Powiat sierpecki";"rynek wtórny";"ogółem";"2020";66;"szt.";"";
1427000;"Powiat sierpecki";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
1428000;"Powiat sochaczewski";"ogółem";"ogółem";"2020";104;"szt.";"";
1428000;"Powiat sochaczewski";"ogółem";"ogółem";"2021";;"szt.";"n";
1428000;"Powiat sochaczewski";"rynek pierwotny";"ogółem";"2020";0;"szt.";"x";
1428000;"Powiat sochaczewski";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
1428000;"Powiat sochaczewski";"rynek wtórny";"ogółem";"2020";102;"szt.";"";
1428000;"Powiat sochaczewski";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
1429000;"Powiat sokołowski";"ogółem";"ogółem";"2020";83;"szt.";"";
1429000;"Powiat sokołowski";"ogółem";"ogółem";"2021";;"szt.";"n";
1429000;"Powiat sokołowski";"rynek pierwotny";"ogółem";"2020";33;"szt.";"";
1429000;"Powiat sokołowski";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
1429000;"Powiat sokołowski";"rynek wtórny";"ogółem";"2020";50;"szt.";"";
1429000;"Powiat sokołowski";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
1430000;"Powiat szydłowiecki";"ogółem";"ogółem";"2020";28;"szt.";"";
1430000;"Powiat szydłowiecki";"ogółem";"ogółem";"2021";;"szt.";"n";
1430000;"Powiat szydłowiecki";"rynek pierwotny";"ogółem";"2020";0;"szt.";"";
1430000;"Powiat szydłowiecki";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
1430000;"Powiat szydłowiecki";"rynek wtórny";"ogółem";"2020";28;"szt.";"";
1430000;"Powiat szydłowiecki";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
1432000;"Powiat warszawski zachodni";"ogółem";"ogółem";"2020";708;"szt.";"";
1432000;"Powiat warszawski zachodni";"ogółem";"ogółem";"2021";;"szt.";"n";
1432000;"Powiat warszawski zachodni";"rynek pierwotny";"ogółem";"2020";413;"szt.";"";
1432000;"Powiat warszawski zachodni";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
1432000;"Powiat warszawski zachodni";"rynek wtórny";"ogółem";"2020";295;"szt.";"";
1432000;"Powiat warszawski zachodni";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
1433000;"Powiat węgrowski";"ogółem";"ogółem";"2020";47;"szt.";"";
1433000;"Powiat węgrowski";"ogółem";"ogółem";"2021";;"szt.";"n";
1433000;"Powiat węgrowski";"rynek pierwotny";"ogółem";"2020";12;"szt.";"";
1433000;"Powiat węgrowski";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
1433000;"Powiat węgrowski";"rynek wtórny";"ogółem";"2020";35;"szt.";"";
1433000;"Powiat węgrowski";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
1434000;"Powiat wołomiński";"ogółem";"ogółem";"2020";1896;"szt.";"";
1434000;"Powiat wołomiński";"ogółem";"ogółem";"2021";;"szt.";"n";
1434000;"Powiat wołomiński";"rynek pierwotny";"ogółem";"2020";1043;"szt.";"";
1434000;"Powiat wołomiński";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
1434000;"Powiat wołomiński";"rynek wtórny";"ogółem";"2020";853;"szt.";"";
1434000;"Powiat wołomiński";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
1435000;"Powiat wyszkowski";"ogółem";"ogółem";"2020";99;"szt.";"";
1435000;"Powiat wyszkowski";"ogółem";"ogółem";"2021";;"szt.";"n";
1435000;"Powiat wyszkowski";"rynek pierwotny";"ogółem";"2020";0;"szt.";"x";
1435000;"Powiat wyszkowski";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
1435000;"Powiat wyszkowski";"rynek wtórny";"ogółem";"2020";98;"szt.";"";
1435000;"Powiat wyszkowski";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
1436000;"Powiat zwoleński";"ogółem";"ogółem";"2020";11;"szt.";"";
1436000;"Powiat zwoleński";"ogółem";"ogółem";"2021";;"szt.";"n";
1436000;"Powiat zwoleński";"rynek pierwotny";"ogółem";"2020";0;"szt.";"";
1436000;"Powiat zwoleński";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
1436000;"Powiat zwoleński";"rynek wtórny";"ogółem";"2020";11;"szt.";"";
1436000;"Powiat zwoleński";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
1437000;"Powiat żuromiński";"ogółem";"ogółem";"2020";121;"szt.";"";
1437000;"Powiat żuromiński";"ogółem";"ogółem";"2021";;"szt.";"n";
1437000;"Powiat żuromiński";"rynek pierwotny";"ogółem";"2020";84;"szt.";"";
1437000;"Powiat żuromiński";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
1437000;"Powiat żuromiński";"rynek wtórny";"ogółem";"2020";37;"szt.";"";
1437000;"Powiat żuromiński";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
1438000;"Powiat żyrardowski";"ogółem";"ogółem";"2020";370;"szt.";"";
1438000;"Powiat żyrardowski";"ogółem";"ogółem";"2021";;"szt.";"n";
1438000;"Powiat żyrardowski";"rynek pierwotny";"ogółem";"2020";175;"szt.";"";
1438000;"Powiat żyrardowski";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
1438000;"Powiat żyrardowski";"rynek wtórny";"ogółem";"2020";195;"szt.";"";
1438000;"Powiat żyrardowski";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
1461000;"Powiat m.Ostrołęka";"ogółem";"ogółem";"2020";353;"szt.";"";
1461000;"Powiat m.Ostrołęka";"ogółem";"ogółem";"2021";;"szt.";"n";
1461000;"Powiat m.Ostrołęka";"rynek pierwotny";"ogółem";"2020";190;"szt.";"";
1461000;"Powiat m.Ostrołęka";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
1461000;"Powiat m.Ostrołęka";"rynek wtórny";"ogółem";"2020";163;"szt.";"";
1461000;"Powiat m.Ostrołęka";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
1462000;"Powiat m.Płock";"ogółem";"ogółem";"2020";967;"szt.";"";
1462000;"Powiat m.Płock";"ogółem";"ogółem";"2021";;"szt.";"n";
1462000;"Powiat m.Płock";"rynek pierwotny";"ogółem";"2020";335;"szt.";"";
1462000;"Powiat m.Płock";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
1462000;"Powiat m.Płock";"rynek wtórny";"ogółem";"2020";632;"szt.";"";
1462000;"Powiat m.Płock";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
1463000;"Powiat m.Radom";"ogółem";"ogółem";"2020";1025;"szt.";"";
1463000;"Powiat m.Radom";"ogółem";"ogółem";"2021";;"szt.";"n";
1463000;"Powiat m.Radom";"rynek pierwotny";"ogółem";"2020";352;"szt.";"";
1463000;"Powiat m.Radom";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
1463000;"Powiat m.Radom";"rynek wtórny";"ogółem";"2020";673;"szt.";"";
1463000;"Powiat m.Radom";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
1464000;"Powiat m.Siedlce";"ogółem";"ogółem";"2020";820;"szt.";"";
1464000;"Powiat m.Siedlce";"ogółem";"ogółem";"2021";;"szt.";"n";
1464000;"Powiat m.Siedlce";"rynek pierwotny";"ogółem";"2020";280;"szt.";"";
1464000;"Powiat m.Siedlce";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
1464000;"Powiat m.Siedlce";"rynek wtórny";"ogółem";"2020";540;"szt.";"";
1464000;"Powiat m.Siedlce";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
1465000;"Powiat m. st. Warszawa";"ogółem";"ogółem";"2020";21691;"szt.";"";
1465000;"Powiat m. st. Warszawa";"ogółem";"ogółem";"2021";;"szt.";"n";
1465000;"Powiat m. st. Warszawa";"rynek pierwotny";"ogółem";"2020";11172;"szt.";"";
1465000;"Powiat m. st. Warszawa";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
1465000;"Powiat m. st. Warszawa";"rynek wtórny";"ogółem";"2020";10519;"szt.";"";
1465000;"Powiat m. st. Warszawa";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
1601000;"Powiat brzeski";"ogółem";"ogółem";"2020";499;"szt.";"";
1601000;"Powiat brzeski";"ogółem";"ogółem";"2021";;"szt.";"n";
1601000;"Powiat brzeski";"rynek pierwotny";"ogółem";"2020";103;"szt.";"";
1601000;"Powiat brzeski";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
1601000;"Powiat brzeski";"rynek wtórny";"ogółem";"2020";396;"szt.";"";
1601000;"Powiat brzeski";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
1602000;"Powiat głubczycki";"ogółem";"ogółem";"2020";308;"szt.";"";
1602000;"Powiat głubczycki";"ogółem";"ogółem";"2021";;"szt.";"n";
1602000;"Powiat głubczycki";"rynek pierwotny";"ogółem";"2020";67;"szt.";"";
1602000;"Powiat głubczycki";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
1602000;"Powiat głubczycki";"rynek wtórny";"ogółem";"2020";241;"szt.";"";
1602000;"Powiat głubczycki";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
1603000;"Powiat kędzierzyńsko-kozielski";"ogółem";"ogółem";"2020";293;"szt.";"";
1603000;"Powiat kędzierzyńsko-kozielski";"ogółem";"ogółem";"2021";;"szt.";"n";
1603000;"Powiat kędzierzyńsko-kozielski";"rynek pierwotny";"ogółem";"2020";5;"szt.";"";
1603000;"Powiat kędzierzyńsko-kozielski";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
1603000;"Powiat kędzierzyńsko-kozielski";"rynek wtórny";"ogółem";"2020";288;"szt.";"";
1603000;"Powiat kędzierzyńsko-kozielski";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
1604000;"Powiat kluczborski";"ogółem";"ogółem";"2020";226;"szt.";"";
1604000;"Powiat kluczborski";"ogółem";"ogółem";"2021";;"szt.";"n";
1604000;"Powiat kluczborski";"rynek pierwotny";"ogółem";"2020";38;"szt.";"";
1604000;"Powiat kluczborski";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
1604000;"Powiat kluczborski";"rynek wtórny";"ogółem";"2020";188;"szt.";"";
1604000;"Powiat kluczborski";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
1605000;"Powiat krapkowicki";"ogółem";"ogółem";"2020";120;"szt.";"";
1605000;"Powiat krapkowicki";"ogółem";"ogółem";"2021";;"szt.";"n";
1605000;"Powiat krapkowicki";"rynek pierwotny";"ogółem";"2020";0;"szt.";"x";
1605000;"Powiat krapkowicki";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
1605000;"Powiat krapkowicki";"rynek wtórny";"ogółem";"2020";118;"szt.";"";
1605000;"Powiat krapkowicki";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
1606000;"Powiat namysłowski";"ogółem";"ogółem";"2020";191;"szt.";"";
1606000;"Powiat namysłowski";"ogółem";"ogółem";"2021";;"szt.";"n";
1606000;"Powiat namysłowski";"rynek pierwotny";"ogółem";"2020";91;"szt.";"";
1606000;"Powiat namysłowski";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
1606000;"Powiat namysłowski";"rynek wtórny";"ogółem";"2020";100;"szt.";"";
1606000;"Powiat namysłowski";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
1607000;"Powiat nyski";"ogółem";"ogółem";"2020";524;"szt.";"";
1607000;"Powiat nyski";"ogółem";"ogółem";"2021";;"szt.";"n";
1607000;"Powiat nyski";"rynek pierwotny";"ogółem";"2020";62;"szt.";"";
1607000;"Powiat nyski";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
1607000;"Powiat nyski";"rynek wtórny";"ogółem";"2020";462;"szt.";"";
1607000;"Powiat nyski";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
1608000;"Powiat oleski";"ogółem";"ogółem";"2020";44;"szt.";"";
1608000;"Powiat oleski";"ogółem";"ogółem";"2021";;"szt.";"n";
1608000;"Powiat oleski";"rynek pierwotny";"ogółem";"2020";0;"szt.";"x";
1608000;"Powiat oleski";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
1608000;"Powiat oleski";"rynek wtórny";"ogółem";"2020";43;"szt.";"";
1608000;"Powiat oleski";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
1609000;"Powiat opolski";"ogółem";"ogółem";"2020";125;"szt.";"";
1609000;"Powiat opolski";"ogółem";"ogółem";"2021";;"szt.";"n";
1609000;"Powiat opolski";"rynek pierwotny";"ogółem";"2020";10;"szt.";"";
1609000;"Powiat opolski";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
1609000;"Powiat opolski";"rynek wtórny";"ogółem";"2020";115;"szt.";"";
1609000;"Powiat opolski";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
1610000;"Powiat prudnicki";"ogółem";"ogółem";"2020";160;"szt.";"";
1610000;"Powiat prudnicki";"ogółem";"ogółem";"2021";;"szt.";"n";
1610000;"Powiat prudnicki";"rynek pierwotny";"ogółem";"2020";0;"szt.";"x";
1610000;"Powiat prudnicki";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
1610000;"Powiat prudnicki";"rynek wtórny";"ogółem";"2020";158;"szt.";"";
1610000;"Powiat prudnicki";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
1611000;"Powiat strzelecki";"ogółem";"ogółem";"2020";80;"szt.";"";
1611000;"Powiat strzelecki";"ogółem";"ogółem";"2021";;"szt.";"n";
1611000;"Powiat strzelecki";"rynek pierwotny";"ogółem";"2020";0;"szt.";"x";
1611000;"Powiat strzelecki";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
1611000;"Powiat strzelecki";"rynek wtórny";"ogółem";"2020";79;"szt.";"";
1611000;"Powiat strzelecki";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
1661000;"Powiat m.Opole";"ogółem";"ogółem";"2020";1707;"szt.";"";
1661000;"Powiat m.Opole";"ogółem";"ogółem";"2021";;"szt.";"n";
1661000;"Powiat m.Opole";"rynek pierwotny";"ogółem";"2020";933;"szt.";"";
1661000;"Powiat m.Opole";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
1661000;"Powiat m.Opole";"rynek wtórny";"ogółem";"2020";774;"szt.";"";
1661000;"Powiat m.Opole";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
1801000;"Powiat bieszczadzki";"ogółem";"ogółem";"2020";50;"szt.";"";
1801000;"Powiat bieszczadzki";"ogółem";"ogółem";"2021";;"szt.";"n";
1801000;"Powiat bieszczadzki";"rynek pierwotny";"ogółem";"2020";0;"szt.";"";
1801000;"Powiat bieszczadzki";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
1801000;"Powiat bieszczadzki";"rynek wtórny";"ogółem";"2020";50;"szt.";"";
1801000;"Powiat bieszczadzki";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
1802000;"Powiat brzozowski";"ogółem";"ogółem";"2020";26;"szt.";"";
1802000;"Powiat brzozowski";"ogółem";"ogółem";"2021";;"szt.";"n";
1802000;"Powiat brzozowski";"rynek pierwotny";"ogółem";"2020";12;"szt.";"";
1802000;"Powiat brzozowski";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
1802000;"Powiat brzozowski";"rynek wtórny";"ogółem";"2020";14;"szt.";"";
1802000;"Powiat brzozowski";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
1803000;"Powiat dębicki";"ogółem";"ogółem";"2020";155;"szt.";"";
1803000;"Powiat dębicki";"ogółem";"ogółem";"2021";;"szt.";"n";
1803000;"Powiat dębicki";"rynek pierwotny";"ogółem";"2020";15;"szt.";"";
1803000;"Powiat dębicki";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
1803000;"Powiat dębicki";"rynek wtórny";"ogółem";"2020";140;"szt.";"";
1803000;"Powiat dębicki";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
1804000;"Powiat jarosławski";"ogółem";"ogółem";"2020";209;"szt.";"";
1804000;"Powiat jarosławski";"ogółem";"ogółem";"2021";;"szt.";"n";
1804000;"Powiat jarosławski";"rynek pierwotny";"ogółem";"2020";42;"szt.";"";
1804000;"Powiat jarosławski";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
1804000;"Powiat jarosławski";"rynek wtórny";"ogółem";"2020";167;"szt.";"";
1804000;"Powiat jarosławski";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
1805000;"Powiat jasielski";"ogółem";"ogółem";"2020";65;"szt.";"";
1805000;"Powiat jasielski";"ogółem";"ogółem";"2021";;"szt.";"n";
1805000;"Powiat jasielski";"rynek pierwotny";"ogółem";"2020";0;"szt.";"";
1805000;"Powiat jasielski";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
1805000;"Powiat jasielski";"rynek wtórny";"ogółem";"2020";65;"szt.";"";
1805000;"Powiat jasielski";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
1806000;"Powiat kolbuszowski";"ogółem";"ogółem";"2020";20;"szt.";"";
1806000;"Powiat kolbuszowski";"ogółem";"ogółem";"2021";;"szt.";"n";
1806000;"Powiat kolbuszowski";"rynek pierwotny";"ogółem";"2020";8;"szt.";"";
1806000;"Powiat kolbuszowski";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
1806000;"Powiat kolbuszowski";"rynek wtórny";"ogółem";"2020";12;"szt.";"";
1806000;"Powiat kolbuszowski";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
1807000;"Powiat krośnieński";"ogółem";"ogółem";"2020";30;"szt.";"";
1807000;"Powiat krośnieński";"ogółem";"ogółem";"2021";;"szt.";"n";
1807000;"Powiat krośnieński";"rynek pierwotny";"ogółem";"2020";0;"szt.";"x";
1807000;"Powiat krośnieński";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
1807000;"Powiat krośnieński";"rynek wtórny";"ogółem";"2020";29;"szt.";"";
1807000;"Powiat krośnieński";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
1808000;"Powiat leżajski";"ogółem";"ogółem";"2020";35;"szt.";"";
1808000;"Powiat leżajski";"ogółem";"ogółem";"2021";;"szt.";"n";
1808000;"Powiat leżajski";"rynek pierwotny";"ogółem";"2020";0;"szt.";"";
1808000;"Powiat leżajski";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
1808000;"Powiat leżajski";"rynek wtórny";"ogółem";"2020";35;"szt.";"";
1808000;"Powiat leżajski";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
1809000;"Powiat lubaczowski";"ogółem";"ogółem";"2020";41;"szt.";"";
1809000;"Powiat lubaczowski";"ogółem";"ogółem";"2021";;"szt.";"n";
1809000;"Powiat lubaczowski";"rynek pierwotny";"ogółem";"2020";0;"szt.";"";
1809000;"Powiat lubaczowski";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
1809000;"Powiat lubaczowski";"rynek wtórny";"ogółem";"2020";41;"szt.";"";
1809000;"Powiat lubaczowski";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
1810000;"Powiat łańcucki";"ogółem";"ogółem";"2020";53;"szt.";"";
1810000;"Powiat łańcucki";"ogółem";"ogółem";"2021";;"szt.";"n";
1810000;"Powiat łańcucki";"rynek pierwotny";"ogółem";"2020";23;"szt.";"";
1810000;"Powiat łańcucki";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
1810000;"Powiat łańcucki";"rynek wtórny";"ogółem";"2020";30;"szt.";"";
1810000;"Powiat łańcucki";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
1811000;"Powiat mielecki";"ogółem";"ogółem";"2020";227;"szt.";"";
1811000;"Powiat mielecki";"ogółem";"ogółem";"2021";;"szt.";"n";
1811000;"Powiat mielecki";"rynek pierwotny";"ogółem";"2020";69;"szt.";"";
1811000;"Powiat mielecki";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
1811000;"Powiat mielecki";"rynek wtórny";"ogółem";"2020";158;"szt.";"";
1811000;"Powiat mielecki";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
1812000;"Powiat niżański";"ogółem";"ogółem";"2020";23;"szt.";"";
1812000;"Powiat niżański";"ogółem";"ogółem";"2021";;"szt.";"n";
1812000;"Powiat niżański";"rynek pierwotny";"ogółem";"2020";0;"szt.";"x";
1812000;"Powiat niżański";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
1812000;"Powiat niżański";"rynek wtórny";"ogółem";"2020";22;"szt.";"";
1812000;"Powiat niżański";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
1813000;"Powiat przemyski";"ogółem";"ogółem";"2020";51;"szt.";"";
1813000;"Powiat przemyski";"ogółem";"ogółem";"2021";;"szt.";"n";
1813000;"Powiat przemyski";"rynek pierwotny";"ogółem";"2020";0;"szt.";"";
1813000;"Powiat przemyski";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
1813000;"Powiat przemyski";"rynek wtórny";"ogółem";"2020";51;"szt.";"";
1813000;"Powiat przemyski";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
1814000;"Powiat przeworski";"ogółem";"ogółem";"2020";32;"szt.";"";
1814000;"Powiat przeworski";"ogółem";"ogółem";"2021";;"szt.";"n";
1814000;"Powiat przeworski";"rynek pierwotny";"ogółem";"2020";0;"szt.";"";
1814000;"Powiat przeworski";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
1814000;"Powiat przeworski";"rynek wtórny";"ogółem";"2020";32;"szt.";"";
1814000;"Powiat przeworski";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
1815000;"Powiat ropczycko-sędziszowski";"ogółem";"ogółem";"2020";80;"szt.";"";
1815000;"Powiat ropczycko-sędziszowski";"ogółem";"ogółem";"2021";;"szt.";"n";
1815000;"Powiat ropczycko-sędziszowski";"rynek pierwotny";"ogółem";"2020";31;"szt.";"";
1815000;"Powiat ropczycko-sędziszowski";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
1815000;"Powiat ropczycko-sędziszowski";"rynek wtórny";"ogółem";"2020";49;"szt.";"";
1815000;"Powiat ropczycko-sędziszowski";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
1816000;"Powiat rzeszowski";"ogółem";"ogółem";"2020";312;"szt.";"";
1816000;"Powiat rzeszowski";"ogółem";"ogółem";"2021";;"szt.";"n";
1816000;"Powiat rzeszowski";"rynek pierwotny";"ogółem";"2020";257;"szt.";"";
1816000;"Powiat rzeszowski";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
1816000;"Powiat rzeszowski";"rynek wtórny";"ogółem";"2020";55;"szt.";"";
1816000;"Powiat rzeszowski";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
1817000;"Powiat sanocki";"ogółem";"ogółem";"2020";67;"szt.";"";
1817000;"Powiat sanocki";"ogółem";"ogółem";"2021";;"szt.";"n";
1817000;"Powiat sanocki";"rynek pierwotny";"ogółem";"2020";0;"szt.";"x";
1817000;"Powiat sanocki";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
1817000;"Powiat sanocki";"rynek wtórny";"ogółem";"2020";66;"szt.";"";
1817000;"Powiat sanocki";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
1818000;"Powiat stalowowolski";"ogółem";"ogółem";"2020";188;"szt.";"";
1818000;"Powiat stalowowolski";"ogółem";"ogółem";"2021";;"szt.";"n";
1818000;"Powiat stalowowolski";"rynek pierwotny";"ogółem";"2020";0;"szt.";"x";
1818000;"Powiat stalowowolski";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
1818000;"Powiat stalowowolski";"rynek wtórny";"ogółem";"2020";187;"szt.";"";
1818000;"Powiat stalowowolski";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
1819000;"Powiat strzyżowski";"ogółem";"ogółem";"2020";17;"szt.";"";
1819000;"Powiat strzyżowski";"ogółem";"ogółem";"2021";;"szt.";"n";
1819000;"Powiat strzyżowski";"rynek pierwotny";"ogółem";"2020";0;"szt.";"";
1819000;"Powiat strzyżowski";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
1819000;"Powiat strzyżowski";"rynek wtórny";"ogółem";"2020";17;"szt.";"";
1819000;"Powiat strzyżowski";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
1820000;"Powiat tarnobrzeski";"ogółem";"ogółem";"2020";67;"szt.";"";
1820000;"Powiat tarnobrzeski";"ogółem";"ogółem";"2021";;"szt.";"n";
1820000;"Powiat tarnobrzeski";"rynek pierwotny";"ogółem";"2020";18;"szt.";"";
1820000;"Powiat tarnobrzeski";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
1820000;"Powiat tarnobrzeski";"rynek wtórny";"ogółem";"2020";49;"szt.";"";
