"Kod";"Nazwa";"Transakcje rynkowe";"Powierzchnia użytkowa lokali mieszkalnych";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
2813000;"Powiat olecki";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
2814000;"Powiat olsztyński";"ogółem";"ogółem";"2020";720;"szt.";"";
2814000;"Powiat olsztyński";"ogółem";"ogółem";"2021";;"szt.";"n";
2814000;"Powiat olsztyński";"rynek pierwotny";"ogółem";"2020";390;"szt.";"";
2814000;"Powiat olsztyński";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
2814000;"Powiat olsztyński";"rynek wtórny";"ogółem";"2020";330;"szt.";"";
2814000;"Powiat olsztyński";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
2815000;"Powiat ostródzki";"ogółem";"ogółem";"2020";623;"szt.";"";
2815000;"Powiat ostródzki";"ogółem";"ogółem";"2021";;"szt.";"n";
2815000;"Powiat ostródzki";"rynek pierwotny";"ogółem";"2020";217;"szt.";"";
2815000;"Powiat ostródzki";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
2815000;"Powiat ostródzki";"rynek wtórny";"ogółem";"2020";406;"szt.";"";
2815000;"Powiat ostródzki";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
2816000;"Powiat piski";"ogółem";"ogółem";"2020";173;"szt.";"";
2816000;"Powiat piski";"ogółem";"ogółem";"2021";;"szt.";"n";
2816000;"Powiat piski";"rynek pierwotny";"ogółem";"2020";0;"szt.";"";
2816000;"Powiat piski";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
2816000;"Powiat piski";"rynek wtórny";"ogółem";"2020";173;"szt.";"";
2816000;"Powiat piski";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
2817000;"Powiat szczycieński";"ogółem";"ogółem";"2020";273;"szt.";"";
2817000;"Powiat szczycieński";"ogółem";"ogółem";"2021";;"szt.";"n";
2817000;"Powiat szczycieński";"rynek pierwotny";"ogółem";"2020";75;"szt.";"";
2817000;"Powiat szczycieński";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
2817000;"Powiat szczycieński";"rynek wtórny";"ogółem";"2020";198;"szt.";"";
2817000;"Powiat szczycieński";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
2818000;"Powiat gołdapski";"ogółem";"ogółem";"2020";92;"szt.";"";
2818000;"Powiat gołdapski";"ogółem";"ogółem";"2021";;"szt.";"n";
2818000;"Powiat gołdapski";"rynek pierwotny";"ogółem";"2020";12;"szt.";"";
2818000;"Powiat gołdapski";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
2818000;"Powiat gołdapski";"rynek wtórny";"ogółem";"2020";80;"szt.";"";
2818000;"Powiat gołdapski";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
2819000;"Powiat węgorzewski";"ogółem";"ogółem";"2020";94;"szt.";"";
2819000;"Powiat węgorzewski";"ogółem";"ogółem";"2021";;"szt.";"n";
2819000;"Powiat węgorzewski";"rynek pierwotny";"ogółem";"2020";12;"szt.";"";
2819000;"Powiat węgorzewski";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
2819000;"Powiat węgorzewski";"rynek wtórny";"ogółem";"2020";82;"szt.";"";
2819000;"Powiat węgorzewski";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
2861000;"Powiat m.Elbląg";"ogółem";"ogółem";"2020";1325;"szt.";"";
2861000;"Powiat m.Elbląg";"ogółem";"ogółem";"2021";;"szt.";"n";
2861000;"Powiat m.Elbląg";"rynek pierwotny";"ogółem";"2020";360;"szt.";"";
2861000;"Powiat m.Elbląg";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
2861000;"Powiat m.Elbląg";"rynek wtórny";"ogółem";"2020";965;"szt.";"";
2861000;"Powiat m.Elbląg";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
2862000;"Powiat m.Olsztyn";"ogółem";"ogółem";"2020";2121;"szt.";"";
2862000;"Powiat m.Olsztyn";"ogółem";"ogółem";"2021";;"szt.";"n";
2862000;"Powiat m.Olsztyn";"rynek pierwotny";"ogółem";"2020";967;"szt.";"";
2862000;"Powiat m.Olsztyn";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
2862000;"Powiat m.Olsztyn";"rynek wtórny";"ogółem";"2020";1154;"szt.";"";
2862000;"Powiat m.Olsztyn";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
3001000;"Powiat chodzieski";"ogółem";"ogółem";"2020";68;"szt.";"";
3001000;"Powiat chodzieski";"ogółem";"ogółem";"2021";;"szt.";"n";
3001000;"Powiat chodzieski";"rynek pierwotny";"ogółem";"2020";24;"szt.";"";
3001000;"Powiat chodzieski";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
3001000;"Powiat chodzieski";"rynek wtórny";"ogółem";"2020";44;"szt.";"";
3001000;"Powiat chodzieski";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
3002000;"Powiat czarnkowsko-trzcianecki";"ogółem";"ogółem";"2020";113;"szt.";"";
3002000;"Powiat czarnkowsko-trzcianecki";"ogółem";"ogółem";"2021";;"szt.";"n";
3002000;"Powiat czarnkowsko-trzcianecki";"rynek pierwotny";"ogółem";"2020";25;"szt.";"";
3002000;"Powiat czarnkowsko-trzcianecki";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
3002000;"Powiat czarnkowsko-trzcianecki";"rynek wtórny";"ogółem";"2020";88;"szt.";"";
3002000;"Powiat czarnkowsko-trzcianecki";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
3003000;"Powiat gnieźnieński";"ogółem";"ogółem";"2020";488;"szt.";"";
3003000;"Powiat gnieźnieński";"ogółem";"ogółem";"2021";;"szt.";"n";
3003000;"Powiat gnieźnieński";"rynek pierwotny";"ogółem";"2020";233;"szt.";"";
3003000;"Powiat gnieźnieński";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
3003000;"Powiat gnieźnieński";"rynek wtórny";"ogółem";"2020";255;"szt.";"";
3003000;"Powiat gnieźnieński";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
3004000;"Powiat gostyński";"ogółem";"ogółem";"2020";127;"szt.";"";
3004000;"Powiat gostyński";"ogółem";"ogółem";"2021";;"szt.";"n";
3004000;"Powiat gostyński";"rynek pierwotny";"ogółem";"2020";27;"szt.";"";
3004000;"Powiat gostyński";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
3004000;"Powiat gostyński";"rynek wtórny";"ogółem";"2020";100;"szt.";"";
3004000;"Powiat gostyński";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
3005000;"Powiat grodziski";"ogółem";"ogółem";"2020";152;"szt.";"";
3005000;"Powiat grodziski";"ogółem";"ogółem";"2021";;"szt.";"n";
3005000;"Powiat grodziski";"rynek pierwotny";"ogółem";"2020";68;"szt.";"";
3005000;"Powiat grodziski";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
3005000;"Powiat grodziski";"rynek wtórny";"ogółem";"2020";84;"szt.";"";
3005000;"Powiat grodziski";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
3006000;"Powiat jarociński";"ogółem";"ogółem";"2020";297;"szt.";"";
3006000;"Powiat jarociński";"ogółem";"ogółem";"2021";;"szt.";"n";
3006000;"Powiat jarociński";"rynek pierwotny";"ogółem";"2020";200;"szt.";"";
3006000;"Powiat jarociński";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
3006000;"Powiat jarociński";"rynek wtórny";"ogółem";"2020";97;"szt.";"";
3006000;"Powiat jarociński";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
3007000;"Powiat kaliski";"ogółem";"ogółem";"2020";10;"szt.";"";
3007000;"Powiat kaliski";"ogółem";"ogółem";"2021";;"szt.";"n";
3007000;"Powiat kaliski";"rynek pierwotny";"ogółem";"2020";0;"szt.";"x";
3007000;"Powiat kaliski";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
3007000;"Powiat kaliski";"rynek wtórny";"ogółem";"2020";9;"szt.";"";
3007000;"Powiat kaliski";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
3008000;"Powiat kępiński";"ogółem";"ogółem";"2020";148;"szt.";"";
3008000;"Powiat kępiński";"ogółem";"ogółem";"2021";;"szt.";"n";
3008000;"Powiat kępiński";"rynek pierwotny";"ogółem";"2020";84;"szt.";"";
3008000;"Powiat kępiński";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
3008000;"Powiat kępiński";"rynek wtórny";"ogółem";"2020";64;"szt.";"";
3008000;"Powiat kępiński";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
3009000;"Powiat kolski";"ogółem";"ogółem";"2020";108;"szt.";"";
3009000;"Powiat kolski";"ogółem";"ogółem";"2021";;"szt.";"n";
3009000;"Powiat kolski";"rynek pierwotny";"ogółem";"2020";21;"szt.";"";
3009000;"Powiat kolski";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
3009000;"Powiat kolski";"rynek wtórny";"ogółem";"2020";87;"szt.";"";
3009000;"Powiat kolski";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
3010000;"Powiat koniński";"ogółem";"ogółem";"2020";56;"szt.";"";
3010000;"Powiat koniński";"ogółem";"ogółem";"2021";;"szt.";"n";
3010000;"Powiat koniński";"rynek pierwotny";"ogółem";"2020";0;"szt.";"";
3010000;"Powiat koniński";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
3010000;"Powiat koniński";"rynek wtórny";"ogółem";"2020";56;"szt.";"";
3010000;"Powiat koniński";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
3011000;"Powiat kościański";"ogółem";"ogółem";"2020";344;"szt.";"";
3011000;"Powiat kościański";"ogółem";"ogółem";"2021";;"szt.";"n";
3011000;"Powiat kościański";"rynek pierwotny";"ogółem";"2020";178;"szt.";"";
3011000;"Powiat kościański";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
3011000;"Powiat kościański";"rynek wtórny";"ogółem";"2020";166;"szt.";"";
3011000;"Powiat kościański";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
3012000;"Powiat krotoszyński";"ogółem";"ogółem";"2020";221;"szt.";"";
3012000;"Powiat krotoszyński";"ogółem";"ogółem";"2021";;"szt.";"n";
3012000;"Powiat krotoszyński";"rynek pierwotny";"ogółem";"2020";102;"szt.";"";
3012000;"Powiat krotoszyński";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
3012000;"Powiat krotoszyński";"rynek wtórny";"ogółem";"2020";119;"szt.";"";
3012000;"Powiat krotoszyński";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
3013000;"Powiat leszczyński";"ogółem";"ogółem";"2020";260;"szt.";"";
3013000;"Powiat leszczyński";"ogółem";"ogółem";"2021";;"szt.";"n";
3013000;"Powiat leszczyński";"rynek pierwotny";"ogółem";"2020";110;"szt.";"";
3013000;"Powiat leszczyński";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
3013000;"Powiat leszczyński";"rynek wtórny";"ogółem";"2020";150;"szt.";"";
3013000;"Powiat leszczyński";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
3014000;"Powiat międzychodzki";"ogółem";"ogółem";"2020";89;"szt.";"";
3014000;"Powiat międzychodzki";"ogółem";"ogółem";"2021";;"szt.";"n";
3014000;"Powiat międzychodzki";"rynek pierwotny";"ogółem";"2020";19;"szt.";"";
3014000;"Powiat międzychodzki";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
3014000;"Powiat międzychodzki";"rynek wtórny";"ogółem";"2020";70;"szt.";"";
3014000;"Powiat międzychodzki";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
3015000;"Powiat nowotomyski";"ogółem";"ogółem";"2020";196;"szt.";"";
3015000;"Powiat nowotomyski";"ogółem";"ogółem";"2021";;"szt.";"n";
3015000;"Powiat nowotomyski";"rynek pierwotny";"ogółem";"2020";77;"szt.";"";
3015000;"Powiat nowotomyski";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
3015000;"Powiat nowotomyski";"rynek wtórny";"ogółem";"2020";119;"szt.";"";
3015000;"Powiat nowotomyski";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
3016000;"Powiat obornicki";"ogółem";"ogółem";"2020";368;"szt.";"";
3016000;"Powiat obornicki";"ogółem";"ogółem";"2021";;"szt.";"n";
3016000;"Powiat obornicki";"rynek pierwotny";"ogółem";"2020";174;"szt.";"";
3016000;"Powiat obornicki";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
3016000;"Powiat obornicki";"rynek wtórny";"ogółem";"2020";194;"szt.";"";
3016000;"Powiat obornicki";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
3017000;"Powiat ostrowski";"ogółem";"ogółem";"2020";487;"szt.";"";
3017000;"Powiat ostrowski";"ogółem";"ogółem";"2021";;"szt.";"n";
3017000;"Powiat ostrowski";"rynek pierwotny";"ogółem";"2020";260;"szt.";"";
3017000;"Powiat ostrowski";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
3017000;"Powiat ostrowski";"rynek wtórny";"ogółem";"2020";227;"szt.";"";
3017000;"Powiat ostrowski";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
3018000;"Powiat ostrzeszowski";"ogółem";"ogółem";"2020";89;"szt.";"";
3018000;"Powiat ostrzeszowski";"ogółem";"ogółem";"2021";;"szt.";"n";
3018000;"Powiat ostrzeszowski";"rynek pierwotny";"ogółem";"2020";56;"szt.";"";
3018000;"Powiat ostrzeszowski";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
3018000;"Powiat ostrzeszowski";"rynek wtórny";"ogółem";"2020";33;"szt.";"";
3018000;"Powiat ostrzeszowski";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
3019000;"Powiat pilski";"ogółem";"ogółem";"2020";718;"szt.";"";
3019000;"Powiat pilski";"ogółem";"ogółem";"2021";;"szt.";"n";
3019000;"Powiat pilski";"rynek pierwotny";"ogółem";"2020";313;"szt.";"";
3019000;"Powiat pilski";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
3019000;"Powiat pilski";"rynek wtórny";"ogółem";"2020";405;"szt.";"";
3019000;"Powiat pilski";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
3020000;"Powiat pleszewski";"ogółem";"ogółem";"2020";55;"szt.";"";
3020000;"Powiat pleszewski";"ogółem";"ogółem";"2021";;"szt.";"n";
3020000;"Powiat pleszewski";"rynek pierwotny";"ogółem";"2020";21;"szt.";"";
3020000;"Powiat pleszewski";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
3020000;"Powiat pleszewski";"rynek wtórny";"ogółem";"2020";34;"szt.";"";
3020000;"Powiat pleszewski";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
3021000;"Powiat poznański";"ogółem";"ogółem";"2020";3485;"szt.";"";
3021000;"Powiat poznański";"ogółem";"ogółem";"2021";;"szt.";"n";
3021000;"Powiat poznański";"rynek pierwotny";"ogółem";"2020";2528;"szt.";"";
3021000;"Powiat poznański";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
3021000;"Powiat poznański";"rynek wtórny";"ogółem";"2020";957;"szt.";"";
3021000;"Powiat poznański";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
3022000;"Powiat rawicki";"ogółem";"ogółem";"2020";165;"szt.";"";
3022000;"Powiat rawicki";"ogółem";"ogółem";"2021";;"szt.";"n";
3022000;"Powiat rawicki";"rynek pierwotny";"ogółem";"2020";78;"szt.";"";
3022000;"Powiat rawicki";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
3022000;"Powiat rawicki";"rynek wtórny";"ogółem";"2020";87;"szt.";"";
3022000;"Powiat rawicki";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
3023000;"Powiat słupecki";"ogółem";"ogółem";"2020";82;"szt.";"";
3023000;"Powiat słupecki";"ogółem";"ogółem";"2021";;"szt.";"n";
3023000;"Powiat słupecki";"rynek pierwotny";"ogółem";"2020";0;"szt.";"x";
3023000;"Powiat słupecki";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
3023000;"Powiat słupecki";"rynek wtórny";"ogółem";"2020";80;"szt.";"";
3023000;"Powiat słupecki";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
3024000;"Powiat szamotulski";"ogółem";"ogółem";"2020";449;"szt.";"";
3024000;"Powiat szamotulski";"ogółem";"ogółem";"2021";;"szt.";"n";
3024000;"Powiat szamotulski";"rynek pierwotny";"ogółem";"2020";222;"szt.";"";
3024000;"Powiat szamotulski";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
3024000;"Powiat szamotulski";"rynek wtórny";"ogółem";"2020";227;"szt.";"";
3024000;"Powiat szamotulski";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
3025000;"Powiat średzki";"ogółem";"ogółem";"2020";97;"szt.";"";
3025000;"Powiat średzki";"ogółem";"ogółem";"2021";;"szt.";"n";
3025000;"Powiat średzki";"rynek pierwotny";"ogółem";"2020";62;"szt.";"";
3025000;"Powiat średzki";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
3025000;"Powiat średzki";"rynek wtórny";"ogółem";"2020";35;"szt.";"";
3025000;"Powiat średzki";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
3026000;"Powiat śremski";"ogółem";"ogółem";"2020";331;"szt.";"";
3026000;"Powiat śremski";"ogółem";"ogółem";"2021";;"szt.";"n";
3026000;"Powiat śremski";"rynek pierwotny";"ogółem";"2020";186;"szt.";"";
3026000;"Powiat śremski";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
3026000;"Powiat śremski";"rynek wtórny";"ogółem";"2020";145;"szt.";"";
3026000;"Powiat śremski";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
3027000;"Powiat turecki";"ogółem";"ogółem";"2020";121;"szt.";"";
3027000;"Powiat turecki";"ogółem";"ogółem";"2021";;"szt.";"n";
3027000;"Powiat turecki";"rynek pierwotny";"ogółem";"2020";14;"szt.";"";
3027000;"Powiat turecki";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
3027000;"Powiat turecki";"rynek wtórny";"ogółem";"2020";107;"szt.";"";
3027000;"Powiat turecki";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
3028000;"Powiat wągrowiecki";"ogółem";"ogółem";"2020";163;"szt.";"";
3028000;"Powiat wągrowiecki";"ogółem";"ogółem";"2021";;"szt.";"n";
3028000;"Powiat wągrowiecki";"rynek pierwotny";"ogółem";"2020";61;"szt.";"";
3028000;"Powiat wągrowiecki";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
3028000;"Powiat wągrowiecki";"rynek wtórny";"ogółem";"2020";102;"szt.";"";
3028000;"Powiat wągrowiecki";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
3029000;"Powiat wolsztyński";"ogółem";"ogółem";"2020";126;"szt.";"";
3029000;"Powiat wolsztyński";"ogółem";"ogółem";"2021";;"szt.";"n";
3029000;"Powiat wolsztyński";"rynek pierwotny";"ogółem";"2020";67;"szt.";"";
3029000;"Powiat wolsztyński";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
3029000;"Powiat wolsztyński";"rynek wtórny";"ogółem";"2020";59;"szt.";"";
3029000;"Powiat wolsztyński";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
3030000;"Powiat wrzesiński";"ogółem";"ogółem";"2020";754;"szt.";"";
3030000;"Powiat wrzesiński";"ogółem";"ogółem";"2021";;"szt.";"n";
3030000;"Powiat wrzesiński";"rynek pierwotny";"ogółem";"2020";528;"szt.";"";
3030000;"Powiat wrzesiński";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
3030000;"Powiat wrzesiński";"rynek wtórny";"ogółem";"2020";226;"szt.";"";
3030000;"Powiat wrzesiński";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
3031000;"Powiat złotowski";"ogółem";"ogółem";"2020";240;"szt.";"";
3031000;"Powiat złotowski";"ogółem";"ogółem";"2021";;"szt.";"n";
3031000;"Powiat złotowski";"rynek pierwotny";"ogółem";"2020";30;"szt.";"";
3031000;"Powiat złotowski";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
3031000;"Powiat złotowski";"rynek wtórny";"ogółem";"2020";210;"szt.";"";
3031000;"Powiat złotowski";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
3061000;"Powiat m.Kalisz";"ogółem";"ogółem";"2020";654;"szt.";"";
3061000;"Powiat m.Kalisz";"ogółem";"ogółem";"2021";;"szt.";"n";
3061000;"Powiat m.Kalisz";"rynek pierwotny";"ogółem";"2020";75;"szt.";"";
3061000;"Powiat m.Kalisz";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
3061000;"Powiat m.Kalisz";"rynek wtórny";"ogółem";"2020";579;"szt.";"";
3061000;"Powiat m.Kalisz";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
3062000;"Powiat m.Konin";"ogółem";"ogółem";"2020";399;"szt.";"";
3062000;"Powiat m.Konin";"ogółem";"ogółem";"2021";;"szt.";"n";
3062000;"Powiat m.Konin";"rynek pierwotny";"ogółem";"2020";53;"szt.";"";
3062000;"Powiat m.Konin";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
3062000;"Powiat m.Konin";"rynek wtórny";"ogółem";"2020";346;"szt.";"";
3062000;"Powiat m.Konin";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
3063000;"Powiat m.Leszno";"ogółem";"ogółem";"2020";519;"szt.";"";
3063000;"Powiat m.Leszno";"ogółem";"ogółem";"2021";;"szt.";"n";
3063000;"Powiat m.Leszno";"rynek pierwotny";"ogółem";"2020";279;"szt.";"";
3063000;"Powiat m.Leszno";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
3063000;"Powiat m.Leszno";"rynek wtórny";"ogółem";"2020";240;"szt.";"";
3063000;"Powiat m.Leszno";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
3064000;"Powiat m.Poznań";"ogółem";"ogółem";"2020";4529;"szt.";"";
3064000;"Powiat m.Poznań";"ogółem";"ogółem";"2021";;"szt.";"n";
3064000;"Powiat m.Poznań";"rynek pierwotny";"ogółem";"2020";2764;"szt.";"";
3064000;"Powiat m.Poznań";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
3064000;"Powiat m.Poznań";"rynek wtórny";"ogółem";"2020";1765;"szt.";"";
3064000;"Powiat m.Poznań";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
3201000;"Powiat białogardzki";"ogółem";"ogółem";"2020";182;"szt.";"";
3201000;"Powiat białogardzki";"ogółem";"ogółem";"2021";;"szt.";"n";
3201000;"Powiat białogardzki";"rynek pierwotny";"ogółem";"2020";26;"szt.";"";
3201000;"Powiat białogardzki";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
3201000;"Powiat białogardzki";"rynek wtórny";"ogółem";"2020";156;"szt.";"";
3201000;"Powiat białogardzki";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
3202000;"Powiat choszczeński";"ogółem";"ogółem";"2020";174;"szt.";"";
3202000;"Powiat choszczeński";"ogółem";"ogółem";"2021";;"szt.";"n";
3202000;"Powiat choszczeński";"rynek pierwotny";"ogółem";"2020";21;"szt.";"";
3202000;"Powiat choszczeński";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
3202000;"Powiat choszczeński";"rynek wtórny";"ogółem";"2020";153;"szt.";"";
3202000;"Powiat choszczeński";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
3203000;"Powiat drawski";"ogółem";"ogółem";"2020";178;"szt.";"";
3203000;"Powiat drawski";"ogółem";"ogółem";"2021";;"szt.";"n";
3203000;"Powiat drawski";"rynek pierwotny";"ogółem";"2020";0;"szt.";"x";
3203000;"Powiat drawski";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
3203000;"Powiat drawski";"rynek wtórny";"ogółem";"2020";177;"szt.";"";
3203000;"Powiat drawski";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
3204000;"Powiat goleniowski";"ogółem";"ogółem";"2020";284;"szt.";"";
3204000;"Powiat goleniowski";"ogółem";"ogółem";"2021";;"szt.";"n";
3204000;"Powiat goleniowski";"rynek pierwotny";"ogółem";"2020";22;"szt.";"";
3204000;"Powiat goleniowski";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
3204000;"Powiat goleniowski";"rynek wtórny";"ogółem";"2020";262;"szt.";"";
3204000;"Powiat goleniowski";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
3205000;"Powiat gryficki";"ogółem";"ogółem";"2020";250;"szt.";"";
3205000;"Powiat gryficki";"ogółem";"ogółem";"2021";;"szt.";"n";
3205000;"Powiat gryficki";"rynek pierwotny";"ogółem";"2020";29;"szt.";"";
3205000;"Powiat gryficki";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
3205000;"Powiat gryficki";"rynek wtórny";"ogółem";"2020";221;"szt.";"";
3205000;"Powiat gryficki";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
3206000;"Powiat gryfiński";"ogółem";"ogółem";"2020";256;"szt.";"";
3206000;"Powiat gryfiński";"ogółem";"ogółem";"2021";;"szt.";"n";
3206000;"Powiat gryfiński";"rynek pierwotny";"ogółem";"2020";21;"szt.";"";
3206000;"Powiat gryfiński";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
3206000;"Powiat gryfiński";"rynek wtórny";"ogółem";"2020";235;"szt.";"";
3206000;"Powiat gryfiński";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
3207000;"Powiat kamieński";"ogółem";"ogółem";"2020";480;"szt.";"";
3207000;"Powiat kamieński";"ogółem";"ogółem";"2021";;"szt.";"n";
3207000;"Powiat kamieński";"rynek pierwotny";"ogółem";"2020";305;"szt.";"";
3207000;"Powiat kamieński";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
3207000;"Powiat kamieński";"rynek wtórny";"ogółem";"2020";175;"szt.";"";
3207000;"Powiat kamieński";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
3208000;"Powiat kołobrzeski";"ogółem";"ogółem";"2020";411;"szt.";"";
3208000;"Powiat kołobrzeski";"ogółem";"ogółem";"2021";;"szt.";"n";
3208000;"Powiat kołobrzeski";"rynek pierwotny";"ogółem";"2020";179;"szt.";"";
3208000;"Powiat kołobrzeski";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
3208000;"Powiat kołobrzeski";"rynek wtórny";"ogółem";"2020";232;"szt.";"";
3208000;"Powiat kołobrzeski";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
3209000;"Powiat koszaliński";"ogółem";"ogółem";"2020";509;"szt.";"";
3209000;"Powiat koszaliński";"ogółem";"ogółem";"2021";;"szt.";"n";
3209000;"Powiat koszaliński";"rynek pierwotny";"ogółem";"2020";281;"szt.";"";
3209000;"Powiat koszaliński";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
3209000;"Powiat koszaliński";"rynek wtórny";"ogółem";"2020";228;"szt.";"";
3209000;"Powiat koszaliński";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
3210000;"Powiat myśliborski";"ogółem";"ogółem";"2020";226;"szt.";"";
3210000;"Powiat myśliborski";"ogółem";"ogółem";"2021";;"szt.";"n";
3210000;"Powiat myśliborski";"rynek pierwotny";"ogółem";"2020";51;"szt.";"";
3210000;"Powiat myśliborski";"rynek pierwotny";"ogółem";"2021";;"szt.";"n";
3210000;"Powiat myśliborski";"rynek wtórny";"ogółem";"2020";175;"szt.";"";
3210000;"Powiat myśliborski";"rynek wtórny";"ogółem";"2021";;"szt.";"n";
3211000;"Powiat policki";"ogółem";"ogółem";"2020";376;"szt.";"";
3211000;"Powiat policki";"ogółem";"ogółem";"2021";;"szt.";"n";
